wavelength_nm,detector_V
1523.1410,0.276702
1523.1420,0.260179
1523.1430,0.267935
1523.1440,0.246824
1523.1450,0.258514
1523.1460,0.251818
1523.1470,0.256229
1523.1480,0.244796
1523.1490,0.247815
1523.1500,0.250994
1523.1510,0.262022
1523.1520,0.255882
1523.1530,0.249411
1523.1540,0.246272
1523.1550,0.255181
1523.1560,0.233655
1523.1570,0.242310
1523.1580,0.228967
1523.1590,0.241261
1523.1600,0.235139
1523.1610,0.246485
1523.1620,0.223617
1523.1630,0.235394
1523.1640,0.224990
1523.1650,0.225190
1523.1660,0.224012
1523.1670,0.232277
1523.1680,0.237984
1523.1690,0.224887
1523.1700,0.222396
1523.1710,0.224725
1523.1720,0.215386
1523.1730,0.214452
1523.1740,0.215789
1523.1750,0.223936
1523.1760,0.224305
1523.1770,0.222835
1523.1780,0.231189
1523.1790,0.214375
1523.1800,0.214551
1523.1810,0.211665
1523.1820,0.216270
1523.1830,0.213012
1523.1840,0.214675
1523.1850,0.218941
1523.1860,0.208382
1523.1870,0.204336
1523.1880,0.206745
1523.1890,0.205758
1523.1900,0.203295
1523.1910,0.213931
1523.1920,0.205002
1523.1930,0.205025
1523.1940,0.210738
1523.1950,0.207326
1523.1960,0.199068
1523.1970,0.196962
1523.1980,0.206083
1523.1990,0.194377
1523.2000,0.206250
1523.2010,0.197902
1523.2020,0.188654
1523.2030,0.199334
1523.2040,0.189155
1523.2050,0.197809
1523.2060,0.195768
1523.2070,0.187774
1523.2080,0.190178
1523.2090,0.184643
1523.2100,0.194665
1523.2110,0.186319
1523.2120,0.197704
1523.2130,0.190089
1523.2140,0.190614
1523.2150,0.193063
1523.2160,0.189776
1523.2170,0.189036
1523.2180,0.181420
1523.2190,0.182989
1523.2200,0.199121
1523.2210,0.178979
1523.2220,0.189158
1523.2230,0.182376
1523.2240,0.184018
1523.2250,0.181111
1523.2260,0.185807
1523.2270,0.179289
1523.2280,0.176699
1523.2290,0.179771
1523.2300,0.179036
1523.2310,0.174546
1523.2320,0.170375
1523.2330,0.177439
1523.2340,0.175482
1523.2350,0.172621
1523.2360,0.173737
1523.2370,0.170041
1523.2380,0.166843
1523.2390,0.163757
1523.2400,0.166619
1523.2410,0.173903
1523.2420,0.170789
1523.2430,0.159360
1523.2440,0.160672
1523.2450,0.175559
1523.2460,0.160710
1523.2470,0.164792
1523.2480,0.162188
1523.2490,0.154310
1523.2500,0.149948
1523.2510,0.154197
1523.2520,0.149462
1523.2530,0.148727
1523.2540,0.148099
1523.2550,0.156512
1523.2560,0.147548
1523.2570,0.155564
1523.2580,0.143424
1523.2590,0.151719
1523.2600,0.146705
1523.2610,0.141412
1523.2620,0.152202
1523.2630,0.139903
1523.2640,0.143836
1523.2650,0.147623
1523.2660,0.142821
1523.2670,0.146728
1523.2680,0.132659
1523.2690,0.137200
1523.2700,0.141054
1523.2710,0.137497
1523.2720,0.133138
1523.2730,0.127174
1523.2740,0.135606
1523.2750,0.124406
1523.2760,0.126942
1523.2770,0.127668
1523.2780,0.137095
1523.2790,0.127621
1523.2800,0.120467
1523.2810,0.126144
1523.2820,0.117765
1523.2830,0.119808
1523.2840,0.117783
1523.2850,0.122619
1523.2860,0.115068
1523.2870,0.112052
1523.2880,0.110350
1523.2890,0.112135
1523.2900,0.108077
1523.2910,0.106996
1523.2920,0.113295
1523.2930,0.115543
1523.2940,0.102615
1523.2950,0.107856
1523.2960,0.108160
1523.2970,0.105700
1523.2980,0.101738
1523.2990,0.107453
1523.3000,0.103764
1523.3010,0.113030
1523.3020,0.100500
1523.3030,0.099849
1523.3040,0.096856
1523.3050,0.100210
1523.3060,0.092724
1523.3070,0.097578
1523.3080,0.101165
1523.3090,0.090830
1523.3100,0.096630
1523.3110,0.098332
1523.3120,0.100015
1523.3130,0.096453
1523.3140,0.094569
1523.3150,0.096062
1523.3160,0.086062
1523.3170,0.097012
1523.3180,0.088869
1523.3190,0.087426
1523.3200,0.089959
1523.3210,0.094834
1523.3220,0.090453
1523.3230,0.088686
1523.3240,0.090663
1523.3250,0.083058
1523.3260,0.089816
1523.3270,0.087542
1523.3280,0.084493
1523.3290,0.083550
1523.3300,0.085248
1523.3310,0.083167
1523.3320,0.086356
1523.3330,0.078560
1523.3340,0.089764
1523.3350,0.081442
1523.3360,0.081453
1523.3370,0.083355
1523.3380,0.079504
1523.3390,0.084981
1523.3400,0.077903
1523.3410,0.077736
1523.3420,0.078498
1523.3430,0.077754
1523.3440,0.080582
1523.3450,0.077490
1523.3460,0.077247
1523.3470,0.076089
1523.3480,0.075827
1523.3490,0.078241
1523.3500,0.081895
1523.3510,0.073508
1523.3520,0.077738
1523.3530,0.082118
1523.3540,0.080097
1523.3550,0.073486
1523.3560,0.079363
1523.3570,0.077668
1523.3580,0.079731
1523.3590,0.071629
1523.3600,0.076751
1523.3610,0.077243
1523.3620,0.075977
1523.3630,0.075361
1523.3640,0.076509
1523.3650,0.070378
1523.3660,0.077139
1523.3670,0.072571
1523.3680,0.074125
1523.3690,0.068582
1523.3700,0.075443
1523.3710,0.079023
1523.3720,0.079530
1523.3730,0.071610
1523.3740,0.072406
1523.3750,0.073345
1523.3760,0.072433
1523.3770,0.068916
1523.3780,0.078971
1523.3790,0.069662
1523.3800,0.069649
1523.3810,0.069898
1523.3820,0.069127
1523.3830,0.067834
1523.3840,0.074509
1523.3850,0.067363
1523.3860,0.070555
1523.3870,0.066855
1523.3880,0.064425
1523.3890,0.068452
1523.3900,0.070811
1523.3910,0.068782
1523.3920,0.071502
1523.3930,0.068116
1523.3940,0.068798
1523.3950,0.071017
1523.3960,0.069439
1523.3970,0.070260
1523.3980,0.066356
1523.3990,0.068850
1523.4000,0.073573
1523.4010,0.069796
1523.4020,0.065390
1523.4030,0.070178
1523.4040,0.069340
1523.4050,0.068990
1523.4060,0.067207
1523.4070,0.074881
1523.4080,0.069502
1523.4090,0.069077
1523.4100,0.069258
1523.4110,0.071833
1523.4120,0.065445
1523.4130,0.068690
1523.4140,0.070140
1523.4150,0.069154
1523.4160,0.069685
1523.4170,0.066920
1523.4180,0.069122
1523.4190,0.071711
1523.4200,0.069480
1523.4210,0.065487
1523.4220,0.068854
1523.4230,0.068909
1523.4240,0.064554
1523.4250,0.074349
1523.4260,0.077029
1523.4270,0.071592
1523.4280,0.075576
1523.4290,0.074968
1523.4300,0.070860
1523.4310,0.071069
1523.4320,0.068647
1523.4330,0.067790
1523.4340,0.069331
1523.4350,0.069818
1523.4360,0.070736
1523.4370,0.073015
1523.4380,0.069519
1523.4390,0.067608
1523.4400,0.066612
1523.4410,0.071179
1523.4420,0.066243
1523.4430,0.067023
1523.4440,0.077997
1523.4450,0.072874
1523.4460,0.071483
1523.4470,0.077292
1523.4480,0.072469
1523.4490,0.075291
1523.4500,0.070097
1523.4510,0.078258
1523.4520,0.078366
1523.4530,0.071593
1523.4540,0.076546
1523.4550,0.076093
1523.4560,0.074669
1523.4570,0.074302
1523.4580,0.072676
1523.4590,0.075450
1523.4600,0.079793
1523.4610,0.073762
1523.4620,0.076024
1523.4630,0.086365
1523.4640,0.077084
1523.4650,0.076831
1523.4660,0.075428
1523.4670,0.077383
1523.4680,0.073809
1523.4690,0.075852
1523.4700,0.079259
1523.4710,0.082094
1523.4720,0.080359
1523.4730,0.078968
1523.4740,0.080917
1523.4750,0.082370
1523.4760,0.079493
1523.4770,0.083715
1523.4780,0.084029
1523.4790,0.087071
1523.4800,0.086473
1523.4810,0.084534
1523.4820,0.087438
1523.4830,0.084595
1523.4840,0.091586
1523.4850,0.087541
1523.4860,0.084941
1523.4870,0.085241
1523.4880,0.086557
1523.4890,0.085065
1523.4900,0.086729
1523.4910,0.094294
1523.4920,0.090265
1523.4930,0.090707
1523.4940,0.091050
1523.4950,0.092742
1523.4960,0.098096
1523.4970,0.089334
1523.4980,0.099128
1523.4990,0.095118
1523.5000,0.108073
1523.5010,0.104979
1523.5020,0.097810
1523.5030,0.098396
1523.5040,0.106430
1523.5050,0.103310
1523.5060,0.109739
1523.5070,0.108715
1523.5080,0.101618
1523.5090,0.110160
1523.5100,0.113401
1523.5110,0.106996
1523.5120,0.108596
1523.5130,0.106259
1523.5140,0.115431
1523.5150,0.111470
1523.5160,0.110664
1523.5170,0.115771
1523.5180,0.114705
1523.5190,0.116897
1523.5200,0.113898
1523.5210,0.119907
1523.5220,0.117239
1523.5230,0.120229
1523.5240,0.119223
1523.5250,0.123546
1523.5260,0.124113
1523.5270,0.123121
1523.5280,0.117461
1523.5290,0.125227
1523.5300,0.129551
1523.5310,0.128887
1523.5320,0.130376
1523.5330,0.116634
1523.5340,0.134167
1523.5350,0.138718
1523.5360,0.134646
1523.5370,0.133700
1523.5380,0.134175
1523.5390,0.129427
1523.5400,0.142237
1523.5410,0.135216
1523.5420,0.144164
1523.5430,0.138279
1523.5440,0.134099
1523.5450,0.141727
1523.5460,0.137100
1523.5470,0.139052
1523.5480,0.144486
1523.5490,0.142833
1523.5500,0.139673
1523.5510,0.143271
1523.5520,0.141364
1523.5530,0.141777
1523.5540,0.149439
1523.5550,0.146030
1523.5560,0.149476
1523.5570,0.147787
1523.5580,0.141774
1523.5590,0.151905
1523.5600,0.151668
1523.5610,0.148376
1523.5620,0.145544
1523.5630,0.149535
1523.5640,0.151335
1523.5650,0.149250
1523.5660,0.151426
1523.5670,0.156072
1523.5680,0.152723
1523.5690,0.151481
1523.5700,0.164510
1523.5710,0.157910
1523.5720,0.154042
1523.5730,0.158395
1523.5740,0.145929
1523.5750,0.149032
1523.5760,0.161207
1523.5770,0.158650
1523.5780,0.161124
1523.5790,0.158969
1523.5800,0.167563
1523.5810,0.169643
1523.5820,0.158897
1523.5830,0.165999
1523.5840,0.168604
1523.5850,0.154203
1523.5860,0.168952
1523.5870,0.161813
1523.5880,0.155713
1523.5890,0.168714
1523.5900,0.173656
1523.5910,0.177795
1523.5920,0.168336
1523.5930,0.173594
1523.5940,0.176096
1523.5950,0.171514
1523.5960,0.166638
1523.5970,0.164069
1523.5980,0.175736
1523.5990,0.169108
1523.6000,0.169392
1523.6010,0.177881
1523.6020,0.182876
1523.6030,0.178086
1523.6040,0.184883
1523.6050,0.182920
1523.6060,0.170941
1523.6070,0.179799
1523.6080,0.184302
1523.6090,0.189553
1523.6100,0.180729
1523.6110,0.186527
1523.6120,0.178081
1523.6130,0.190395
1523.6140,0.189932
1523.6150,0.196015
1523.6160,0.192699
1523.6170,0.193640
1523.6180,0.199831
1523.6190,0.196052
1523.6200,0.195617
1523.6210,0.212747
1523.6220,0.202803
1523.6230,0.204202
1523.6240,0.204485
1523.6250,0.207111
1523.6260,0.204241
1523.6270,0.210734
1523.6280,0.210500
1523.6290,0.217120
1523.6300,0.215576
1523.6310,0.212899
1523.6320,0.212419
1523.6330,0.208102
1523.6340,0.227219
1523.6350,0.220391
1523.6360,0.223170
1523.6370,0.229247
1523.6380,0.230991
1523.6390,0.235477
1523.6400,0.241813
1523.6410,0.237886
1523.6420,0.232772
1523.6430,0.243736
1523.6440,0.238064
1523.6450,0.240517
1523.6460,0.250040
1523.6470,0.248630
1523.6480,0.252064
1523.6490,0.250284
1523.6500,0.250694
1523.6510,0.258364
1523.6520,0.260438
1523.6530,0.256904
1523.6540,0.257748
1523.6550,0.257900
1523.6560,0.266220
1523.6570,0.263898
1523.6580,0.262351
1523.6590,0.272768
1523.6600,0.267439
1523.6610,0.277507
1523.6620,0.268368
1523.6630,0.280003
1523.6640,0.285073
1523.6650,0.274656
1523.6660,0.272070
1523.6670,0.291404
1523.6680,0.285610
1523.6690,0.289150
1523.6700,0.281118
1523.6710,0.288346
1523.6720,0.288876
1523.6730,0.279431
1523.6740,0.290501
1523.6750,0.294113
1523.6760,0.289784
1523.6770,0.286032
1523.6780,0.295820
1523.6790,0.306453
1523.6800,0.291236
1523.6810,0.300672
1523.6820,0.308388
1523.6830,0.304603
1523.6840,0.309526
1523.6850,0.314779
1523.6860,0.309859
1523.6870,0.311333
1523.6880,0.327433
1523.6890,0.323801
1523.6900,0.324106
1523.6910,0.310273
1523.6920,0.322633
1523.6930,0.322094
1523.6940,0.318128
1523.6950,0.330632
1523.6960,0.318774
1523.6970,0.315049
1523.6980,0.318426
1523.6990,0.324864
1523.7000,0.327975
1523.7010,0.329934
1523.7020,0.330947
1523.7030,0.327722
1523.7040,0.334705
1523.7050,0.322363
1523.7060,0.331919
1523.7070,0.319136
1523.7080,0.321156
1523.7090,0.332902
1523.7100,0.323064
1523.7110,0.324956
1523.7120,0.323633
1523.7130,0.336291
1523.7140,0.322701
1523.7150,0.331339
1523.7160,0.329475
1523.7170,0.335687
1523.7180,0.347011
1523.7190,0.337490
1523.7200,0.322032
1523.7210,0.327973
1523.7220,0.334015
1523.7230,0.350288
1523.7240,0.338616
1523.7250,0.331437
1523.7260,0.339132
1523.7270,0.339448
1523.7280,0.346738
1523.7290,0.322076
1523.7300,0.333307
1523.7310,0.336210
1523.7320,0.354339
1523.7330,0.342470
1523.7340,0.346408
1523.7350,0.337303
1523.7360,0.336558
1523.7370,0.352499
1523.7380,0.332506
1523.7390,0.340949
1523.7400,0.347697
1523.7410,0.342830
1523.7420,0.338213
1523.7430,0.350861
1523.7440,0.343033
1523.7450,0.335313
1523.7460,0.349335
1523.7470,0.347343
1523.7480,0.336430
1523.7490,0.351302
1523.7500,0.359672
1523.7510,0.353190
1523.7520,0.371821
1523.7530,0.344526
1523.7540,0.355943
1523.7550,0.356026
1523.7560,0.366550
1523.7570,0.362050
1523.7580,0.348372
1523.7590,0.372719
1523.7600,0.371345
1523.7610,0.370032
1523.7620,0.369355
1523.7630,0.370011
1523.7640,0.376518
1523.7650,0.382243
1523.7660,0.384772
1523.7670,0.387401
1523.7680,0.378643
1523.7690,0.392016
1523.7700,0.403896
1523.7710,0.395385
1523.7720,0.393921
1523.7730,0.394355
1523.7740,0.396450
1523.7750,0.388388
1523.7760,0.409679
1523.7770,0.398527
1523.7780,0.405188
1523.7790,0.422178
1523.7800,0.412033
1523.7810,0.417966
1523.7820,0.411973
1523.7830,0.419405
1523.7840,0.409994
1523.7850,0.428386
1523.7860,0.407044
1523.7870,0.421001
1523.7880,0.428112
1523.7890,0.427821
1523.7900,0.429112
1523.7910,0.444675
1523.7920,0.441844
1523.7930,0.448022
1523.7940,0.445193
1523.7950,0.454244
1523.7960,0.454165
1523.7970,0.453951
1523.7980,0.461646
1523.7990,0.465637
1523.8000,0.449971
1523.8010,0.469885
1523.8020,0.469832
1523.8030,0.477593
1523.8040,0.479852
1523.8050,0.478190
1523.8060,0.477278
1523.8070,0.470443
1523.8080,0.471551
1523.8090,0.479314
1523.8100,0.489625
1523.8110,0.489195
1523.8120,0.494039
1523.8130,0.482778
1523.8140,0.483567
1523.8150,0.497167
1523.8160,0.495801
1523.8170,0.486757
1523.8180,0.488615
1523.8190,0.503252
1523.8200,0.509756
1523.8210,0.516323
1523.8220,0.508888
1523.8230,0.503891
1523.8240,0.508904
1523.8250,0.499255
1523.8260,0.507698
1523.8270,0.526110
1523.8280,0.509469
1523.8290,0.518302
1523.8300,0.512820
1523.8310,0.525354
1523.8320,0.511823
1523.8330,0.519237
1523.8340,0.513661
1523.8350,0.524032
1523.8360,0.515333
1523.8370,0.513226
1523.8380,0.517988
1523.8390,0.514676
1523.8400,0.526320
1523.8410,0.519294
1523.8420,0.524852
1523.8430,0.529221
1523.8440,0.516797
1523.8450,0.535343
1523.8460,0.505194
1523.8470,0.518459
1523.8480,0.538848
1523.8490,0.512333
1523.8500,0.535364
1523.8510,0.509246
1523.8520,0.526123
1523.8530,0.494443
1523.8540,0.510159
1523.8550,0.519035
1523.8560,0.533769
1523.8570,0.511687
1523.8580,0.511292
1523.8590,0.527353
1523.8600,0.520674
1523.8610,0.530857
1523.8620,0.521880
1523.8630,0.525115
1523.8640,0.515756
1523.8650,0.508941
1523.8660,0.522485
1523.8670,0.514586
1523.8680,0.503715
1523.8690,0.505143
1523.8700,0.525212
1523.8710,0.512723
1523.8720,0.504881
1523.8730,0.518442
1523.8740,0.504782
1523.8750,0.509067
1523.8760,0.493207
1523.8770,0.514636
1523.8780,0.495917
1523.8790,0.500895
1523.8800,0.516407
1523.8810,0.506432
1523.8820,0.493093
1523.8830,0.515670
1523.8840,0.507152
1523.8850,0.498050
1523.8860,0.511903
1523.8870,0.512664
1523.8880,0.497231
1523.8890,0.528959
1523.8900,0.517425
1523.8910,0.502412
1523.8920,0.496662
1523.8930,0.511029
1523.8940,0.525414
1523.8950,0.523770
1523.8960,0.517094
1523.8970,0.511603
1523.8980,0.505417
1523.8990,0.518828
1523.9000,0.525076
1523.9010,0.527169
1523.9020,0.520243
1523.9030,0.515412
1523.9040,0.536735
1523.9050,0.524514
1523.9060,0.515709
1523.9070,0.521835
1523.9080,0.513913
1523.9090,0.530019
1523.9100,0.516964
1523.9110,0.517711
1523.9120,0.530214
1523.9130,0.534012
1523.9140,0.541273
1523.9150,0.534327
1523.9160,0.558366
1523.9170,0.538825
1523.9180,0.552700
1523.9190,0.535159
1523.9200,0.561763
1523.9210,0.555095
1523.9220,0.547384
1523.9230,0.554756
1523.9240,0.551168
1523.9250,0.553733
1523.9260,0.552814
1523.9270,0.566357
1523.9280,0.573717
1523.9290,0.565927
1523.9300,0.585357
1523.9310,0.574532
1523.9320,0.570087
1523.9330,0.590028
1523.9340,0.580119
1523.9350,0.582817
1523.9360,0.583956
1523.9370,0.604747
1523.9380,0.598310
1523.9390,0.593106
1523.9400,0.606825
1523.9410,0.599949
1523.9420,0.608187
1523.9430,0.606665
1523.9440,0.596892
1523.9450,0.617766
1523.9460,0.605183
1523.9470,0.639479
1523.9480,0.624960
1523.9490,0.633426
1523.9500,0.636583
1523.9510,0.634541
1523.9520,0.632928
1523.9530,0.645678
1523.9540,0.626537
1523.9550,0.630240
1523.9560,0.621254
1523.9570,0.644861
1523.9580,0.636794
1523.9590,0.646174
1523.9600,0.656086
1523.9610,0.650226
1523.9620,0.649367
1523.9630,0.629475
1523.9640,0.653478
1523.9650,0.648830
1523.9660,0.644789
1523.9670,0.658247
1523.9680,0.660454
1523.9690,0.658230
1523.9700,0.640630
1523.9710,0.651303
1523.9720,0.657177
1523.9730,0.659531
1523.9740,0.649343
1523.9750,0.646977
1523.9760,0.654640
1523.9770,0.661135
1523.9780,0.662498
1523.9790,0.650012
1523.9800,0.656247
1523.9810,0.669371
1523.9820,0.660293
1523.9830,0.654114
1523.9840,0.658108
1523.9850,0.662844
1523.9860,0.659997
1523.9870,0.658304
1523.9880,0.651356
1523.9890,0.651994
1523.9900,0.673159
1523.9910,0.646914
1523.9920,0.643489
1523.9930,0.653531
1523.9940,0.649029
1523.9950,0.647329
1523.9960,0.650363
1523.9970,0.661676
1523.9980,0.642184
1523.9990,0.653973
1524.0000,0.642162
1524.0010,0.656765
1524.0020,0.646273
1524.0030,0.641932
1524.0040,0.633720
1524.0050,0.643724
1524.0060,0.642081
1524.0070,0.632472
1524.0080,0.633403
1524.0090,0.611713
1524.0100,0.632639
1524.0110,0.611440
1524.0120,0.624192
1524.0130,0.624370
1524.0140,0.631705
1524.0150,0.617749
1524.0160,0.613950
1524.0170,0.607615
1524.0180,0.618065
1524.0190,0.628436
1524.0200,0.617546
1524.0210,0.601077
1524.0220,0.607940
1524.0230,0.601369
1524.0240,0.622096
1524.0250,0.599140
1524.0260,0.609560
1524.0270,0.605750
1524.0280,0.605700
1524.0290,0.625655
1524.0300,0.602016
1524.0310,0.593881
1524.0320,0.603816
1524.0330,0.587606
1524.0340,0.612287
1524.0350,0.588582
1524.0360,0.601353
1524.0370,0.585666
1524.0380,0.609373
1524.0390,0.598033
1524.0400,0.597192
1524.0410,0.601932
1524.0420,0.604238
1524.0430,0.612216
1524.0440,0.605314
1524.0450,0.596256
1524.0460,0.622286
1524.0470,0.589752
1524.0480,0.596318
1524.0490,0.622849
1524.0500,0.597948
1524.0510,0.619145
1524.0520,0.605714
1524.0530,0.620050
1524.0540,0.605031
1524.0550,0.611233
1524.0560,0.606924
1524.0570,0.619903
1524.0580,0.613208
1524.0590,0.602175
1524.0600,0.613286
1524.0610,0.627671
1524.0620,0.633595
1524.0630,0.648791
1524.0640,0.647444
1524.0650,0.637288
1524.0660,0.614730
1524.0670,0.634662
1524.0680,0.625400
1524.0690,0.638730
1524.0700,0.642647
1524.0710,0.642107
1524.0720,0.669248
1524.0730,0.656483
1524.0740,0.676363
1524.0750,0.645385
1524.0760,0.650588
1524.0770,0.656906
1524.0780,0.669821
1524.0790,0.673664
1524.0800,0.689550
1524.0810,0.673887
1524.0820,0.663892
1524.0830,0.683746
1524.0840,0.698751
1524.0850,0.678910
1524.0860,0.687351
1524.0870,0.693446
1524.0880,0.700278
1524.0890,0.682535
1524.0900,0.689761
1524.0910,0.714444
1524.0920,0.700572
1524.0930,0.693560
1524.0940,0.694520
1524.0950,0.705404
1524.0960,0.706317
1524.0970,0.717177
1524.0980,0.714298
1524.0990,0.702442
1524.1000,0.708111
1524.1010,0.744148
1524.1020,0.731391
1524.1030,0.713197
1524.1040,0.723772
1524.1050,0.719084
1524.1060,0.716735
1524.1070,0.730737
1524.1080,0.724771
1524.1090,0.730048
1524.1100,0.720644
1524.1110,0.700466
1524.1120,0.740064
1524.1130,0.727542
1524.1140,0.760492
1524.1150,0.742209
1524.1160,0.744199
1524.1170,0.725204
1524.1180,0.750268
1524.1190,0.729010
1524.1200,0.743660
1524.1210,0.746613
1524.1220,0.736434
1524.1230,0.719366
1524.1240,0.746866
1524.1250,0.737044
1524.1260,0.732780
1524.1270,0.724175
1524.1280,0.741637
1524.1290,0.729692
1524.1300,0.731901
1524.1310,0.747333
1524.1320,0.732035
1524.1330,0.732818
1524.1340,0.716935
1524.1350,0.761347
1524.1360,0.721449
1524.1370,0.721046
1524.1380,0.722226
1524.1390,0.736053
1524.1400,0.738150
1524.1410,0.718437
1524.1420,0.721434
1524.1430,0.711055
1524.1440,0.723700
1524.1450,0.740646
1524.1460,0.691024
1524.1470,0.725551
1524.1480,0.730782
1524.1490,0.698697
1524.1500,0.710769
1524.1510,0.703441
1524.1520,0.726737
1524.1530,0.708143
1524.1540,0.689403
1524.1550,0.715884
1524.1560,0.715651
1524.1570,0.678109
1524.1580,0.675680
1524.1590,0.690555
1524.1600,0.682808
1524.1610,0.700935
1524.1620,0.678784
1524.1630,0.670542
1524.1640,0.699347
1524.1650,0.669927
1524.1660,0.657122
1524.1670,0.675650
1524.1680,0.678716
1524.1690,0.679218
1524.1700,0.677003
1524.1710,0.679209
1524.1720,0.665943
1524.1730,0.650282
1524.1740,0.662154
1524.1750,0.668372
1524.1760,0.665293
1524.1770,0.671289
1524.1780,0.670858
1524.1790,0.658818
1524.1800,0.660615
1524.1810,0.665116
1524.1820,0.658122
1524.1830,0.652195
1524.1840,0.687639
1524.1850,0.663161
1524.1860,0.646587
1524.1870,0.661437
1524.1880,0.664723
1524.1890,0.664329
1524.1900,0.663353
1524.1910,0.649887
1524.1920,0.666594
1524.1930,0.670460
1524.1940,0.682501
1524.1950,0.661819
1524.1960,0.661984
1524.1970,0.664236
1524.1980,0.666205
1524.1990,0.660938
1524.2000,0.670160
1524.2010,0.667273
1524.2020,0.661129
1524.2030,0.680836
1524.2040,0.667546
1524.2050,0.660144
1524.2060,0.676454
1524.2070,0.695625
1524.2080,0.652145
1524.2090,0.686596
1524.2100,0.668911
1524.2110,0.687100
1524.2120,0.683826
1524.2130,0.702229
1524.2140,0.693335
1524.2150,0.703659
1524.2160,0.701451
1524.2170,0.703019
1524.2180,0.705075
1524.2190,0.714673
1524.2200,0.705649
1524.2210,0.713486
1524.2220,0.715296
1524.2230,0.709748
1524.2240,0.706155
1524.2250,0.721310
1524.2260,0.735353
1524.2270,0.723730
1524.2280,0.725227
1524.2290,0.733453
1524.2300,0.747025
1524.2310,0.744696
1524.2320,0.739618
1524.2330,0.737786
1524.2340,0.751219
1524.2350,0.773677
1524.2360,0.760386
1524.2370,0.756117
1524.2380,0.763032
1524.2390,0.764161
1524.2400,0.770086
1524.2410,0.771631
1524.2420,0.779903
1524.2430,0.755644
1524.2440,0.777650
1524.2450,0.782197
1524.2460,0.793613
1524.2470,0.779997
1524.2480,0.788387
1524.2490,0.776564
1524.2500,0.793659
1524.2510,0.796754
1524.2520,0.795547
1524.2530,0.805843
1524.2540,0.783732
1524.2550,0.804525
1524.2560,0.778513
1524.2570,0.800915
1524.2580,0.782752
1524.2590,0.796885
1524.2600,0.789434
1524.2610,0.814860
1524.2620,0.810082
1524.2630,0.801444
1524.2640,0.787159
1524.2650,0.808117
1524.2660,0.808735
1524.2670,0.787309
1524.2680,0.806184
1524.2690,0.791024
1524.2700,0.787775
1524.2710,0.800392
1524.2720,0.796026
1524.2730,0.779289
1524.2740,0.789597
1524.2750,0.794815
1524.2760,0.810286
1524.2770,0.795910
1524.2780,0.800975
1524.2790,0.795173
1524.2800,0.792222
1524.2810,0.786351
1524.2820,0.789305
1524.2830,0.797367
1524.2840,0.795736
1524.2850,0.763610
1524.2860,0.781153
1524.2870,0.782517
1524.2880,0.777228
1524.2890,0.769222
1524.2900,0.760369
1524.2910,0.768497
1524.2920,0.759468
1524.2930,0.770853
1524.2940,0.768727
1524.2950,0.747243
1524.2960,0.759839
1524.2970,0.759508
1524.2980,0.741268
1524.2990,0.755821
1524.3000,0.748594
1524.3010,0.755474
1524.3020,0.735758
1524.3030,0.753985
1524.3040,0.726768
1524.3050,0.746677
1524.3060,0.733734
1524.3070,0.746120
1524.3080,0.735701
1524.3090,0.743648
1524.3100,0.720011
1524.3110,0.725425
1524.3120,0.711196
1524.3130,0.726086
1524.3140,0.724913
1524.3150,0.717569
1524.3160,0.707931
1524.3170,0.733906
1524.3180,0.724736
1524.3190,0.726143
1524.3200,0.699526
1524.3210,0.718057
1524.3220,0.713947
1524.3230,0.727785
1524.3240,0.732748
1524.3250,0.716467
1524.3260,0.710808
1524.3270,0.725430
1524.3280,0.716899
1524.3290,0.712888
1524.3300,0.732685
1524.3310,0.719917
1524.3320,0.719302
1524.3330,0.707322
1524.3340,0.726670
1524.3350,0.719484
1524.3360,0.726424
1524.3370,0.727397
1524.3380,0.719607
1524.3390,0.733710
1524.3400,0.719054
1524.3410,0.723145
1524.3420,0.724098
1524.3430,0.731092
1524.3440,0.716985
1524.3450,0.732384
1524.3460,0.729115
1524.3470,0.726199
1524.3480,0.738194
1524.3490,0.755092
1524.3500,0.725930
1524.3510,0.743921
1524.3520,0.755630
1524.3530,0.763321
1524.3540,0.759942
1524.3550,0.740543
1524.3560,0.761441
1524.3570,0.758622
1524.3580,0.765928
1524.3590,0.765566
1524.3600,0.770216
1524.3610,0.767311
1524.3620,0.777976
1524.3630,0.767453
1524.3640,0.780281
1524.3650,0.754800
1524.3660,0.767600
1524.3670,0.789809
1524.3680,0.806055
1524.3690,0.797157
1524.3700,0.806867
1524.3710,0.795555
1524.3720,0.793877
1524.3730,0.808862
1524.3740,0.806902
1524.3750,0.818541
1524.3760,0.807033
1524.3770,0.812319
1524.3780,0.820289
1524.3790,0.825209
1524.3800,0.821935
1524.3810,0.835643
1524.3820,0.808687
1524.3830,0.848218
1524.3840,0.837426
1524.3850,0.844360
1524.3860,0.848696
1524.3870,0.830740
1524.3880,0.845847
1524.3890,0.842539
1524.3900,0.820379
1524.3910,0.865709
1524.3920,0.849648
1524.3930,0.832370
1524.3940,0.831459
1524.3950,0.838855
1524.3960,0.828216
1524.3970,0.822064
1524.3980,0.845063
1524.3990,0.842685
1524.4000,0.868562
1524.4010,0.835452
1524.4020,0.833718
1524.4030,0.849455
1524.4040,0.846370
1524.4050,0.851392
1524.4060,0.855965
1524.4070,0.857143
1524.4080,0.867300
1524.4090,0.857700
1524.4100,0.834314
1524.4110,0.830792
