wavelength_nm,transmission
1.537473999999941498e+03,9.586872744417033188e-01
1.537474999999941474e+03,9.624471814143217285e-01
1.537475999999941450e+03,9.541582962020246361e-01
1.537476999999941427e+03,9.631151478746672323e-01
1.537477999999941403e+03,9.653004101610628274e-01
1.537478999999941379e+03,9.611150613523191666e-01
1.537479999999941356e+03,9.694849687398223725e-01
1.537480999999941332e+03,9.586774341071695460e-01
1.537481999999941308e+03,9.630556789634370229e-01
1.537482999999941285e+03,9.620261500019505752e-01
1.537483999999941261e+03,9.617517923037297578e-01
1.537484999999941238e+03,9.616792306022864389e-01
1.537485999999941214e+03,9.625484780284695452e-01
1.537486999999941190e+03,9.654954338671442038e-01
1.537487999999941167e+03,9.675980871913815173e-01
1.537488999999941143e+03,9.620616870067942861e-01
1.537489999999941119e+03,9.653155004149575058e-01
1.537490999999941096e+03,9.592307189029879444e-01
1.537491999999941072e+03,9.650851614984575777e-01
1.537492999999941048e+03,9.589569290468410445e-01
1.537493999999941025e+03,9.663510928135774503e-01
1.537494999999941001e+03,9.708145769957313709e-01
1.537495999999940977e+03,9.614672408584375995e-01
1.537496999999940954e+03,9.531689678958599199e-01
1.537497999999940930e+03,9.597304181168445636e-01
1.537498999999940906e+03,9.668337809370449731e-01
1.537499999999940883e+03,9.641021606747417483e-01
1.537500999999940859e+03,9.628690836421368582e-01
1.537501999999940836e+03,9.658916810034463563e-01
1.537502999999940812e+03,9.637784022975515175e-01
1.537503999999940788e+03,9.666950728973769946e-01
1.537504999999940765e+03,9.654854531245979921e-01
1.537505999999940741e+03,9.678781491801525805e-01
1.537506999999940717e+03,9.632101233541140450e-01
1.537507999999940694e+03,9.653795709891643817e-01
1.537508999999940670e+03,9.605136221882839553e-01
1.537509999999940646e+03,9.593198870818877566e-01
1.537510999999940623e+03,9.685364035046684084e-01
1.537511999999940599e+03,9.625577570478359712e-01
1.537512999999940575e+03,9.648960688075376435e-01
1.537513999999940552e+03,9.621551176225698887e-01
1.537514999999940528e+03,9.592977088186720458e-01
1.537515999999940504e+03,9.616713197039953309e-01
1.537516999999940481e+03,9.673549837872269519e-01
1.537517999999940457e+03,9.638155904842263810e-01
1.537518999999940434e+03,9.547323629248839483e-01
1.537519999999940410e+03,9.607009060372202480e-01
1.537520999999940386e+03,9.686746902743588183e-01
1.537521999999940363e+03,9.606739618537198933e-01
1.537522999999940339e+03,9.543108717065931224e-01
1.537523999999940315e+03,9.690686221797204514e-01
1.537524999999940292e+03,9.642096398511292854e-01
1.537525999999940268e+03,9.611836645770742704e-01
1.537526999999940244e+03,9.599616943122919466e-01
1.537527999999940221e+03,9.657604252811722301e-01
1.537528999999940197e+03,9.592467393448158575e-01
1.537529999999940173e+03,9.659913571230647200e-01
1.537530999999940150e+03,9.635507741599727005e-01
1.537531999999940126e+03,9.623443854411215526e-01
1.537532999999940102e+03,9.619313848298530756e-01
1.537533999999940079e+03,9.606331244954527948e-01
1.537534999999940055e+03,9.654992313386175917e-01
1.537535999999940032e+03,9.578389769437251067e-01
1.537536999999940008e+03,9.547963283952476399e-01
1.537537999999939984e+03,9.637254732578578453e-01
1.537538999999939961e+03,9.637763531927546756e-01
1.537539999999939937e+03,9.631560548723995252e-01
1.537540999999939913e+03,9.628496974075451131e-01
1.537541999999939890e+03,9.599203193844779713e-01
1.537542999999939866e+03,9.643361120033369094e-01
1.537543999999939842e+03,9.609876523031265494e-01
1.537544999999939819e+03,9.592051375447838701e-01
1.537545999999939795e+03,9.598897368876363467e-01
1.537546999999939771e+03,9.692035746682449160e-01
1.537547999999939748e+03,9.541648286864672368e-01
1.537548999999939724e+03,9.630876059955120194e-01
1.537549999999939701e+03,9.543557358708303351e-01
1.537550999999939677e+03,9.606229716874844504e-01
1.537551999999939653e+03,9.593051260332006169e-01
1.537552999999939630e+03,9.526832572108574482e-01
1.537553999999939606e+03,9.625632586909155242e-01
1.537554999999939582e+03,9.594706975369795554e-01
1.537555999999939559e+03,9.525777694141496221e-01
1.537556999999939535e+03,9.643166157053271181e-01
1.537557999999939511e+03,9.666821201883162296e-01
1.537558999999939488e+03,9.668863485730722074e-01
1.537559999999939464e+03,9.623454363045085280e-01
1.537560999999939440e+03,9.610776060618092531e-01
1.537561999999939417e+03,9.661897666013503638e-01
1.537562999999939393e+03,9.675904447311420853e-01
1.537563999999939369e+03,9.653789591521237945e-01
1.537564999999939346e+03,9.570623115784371304e-01
1.537565999999939322e+03,9.616176227599132487e-01
1.537566999999939299e+03,9.625540930139390161e-01
1.537567999999939275e+03,9.535413493979034705e-01
1.537568999999939251e+03,9.626410525129844853e-01
1.537569999999939228e+03,9.698393735605235211e-01
1.537570999999939204e+03,9.632909511001305214e-01
1.537571999999939180e+03,9.666086627582685109e-01
1.537572999999939157e+03,9.614304771808738215e-01
1.537573999999939133e+03,9.603897566415900977e-01
1.537574999999939109e+03,9.621915310413446942e-01
1.537575999999939086e+03,9.573869583159233532e-01
1.537576999999939062e+03,9.567789874861183375e-01
1.537577999999939038e+03,9.656831337082879552e-01
1.537578999999939015e+03,9.660911160299906486e-01
1.537579999999938991e+03,9.566211565264427508e-01
1.537580999999938967e+03,9.644414161056186208e-01
1.537581999999938944e+03,9.602054240689170683e-01
1.537582999999938920e+03,9.618963453555465781e-01
1.537583999999938897e+03,9.623618367208485180e-01
1.537584999999938873e+03,9.644822191773761988e-01
1.537585999999938849e+03,9.608195493073125037e-01
1.537586999999938826e+03,9.661131877462160178e-01
1.537587999999938802e+03,9.616940584763163935e-01
1.537588999999938778e+03,9.629370156634894373e-01
1.537589999999938755e+03,9.570911037848053304e-01
1.537590999999938731e+03,9.690426699090599616e-01
1.537591999999938707e+03,9.622712174292216147e-01
1.537592999999938684e+03,9.632277954797424657e-01
1.537593999999938660e+03,9.539269547641949787e-01
1.537594999999938636e+03,9.570527863530372548e-01
1.537595999999938613e+03,9.652790298558827642e-01
1.537596999999938589e+03,9.614589644756773579e-01
1.537597999999938565e+03,9.526401902178329717e-01
1.537598999999938542e+03,9.644323823009597341e-01
1.537599999999938518e+03,9.580880090856106479e-01
1.537600999999938495e+03,9.658923302715276549e-01
1.537601999999938471e+03,9.598796459624822086e-01
1.537602999999938447e+03,9.610337461106022161e-01
1.537603999999938424e+03,9.649146727281209257e-01
1.537604999999938400e+03,9.565928219520392073e-01
1.537605999999938376e+03,9.561953504171479823e-01
1.537606999999938353e+03,9.593646921880865097e-01
1.537607999999938329e+03,9.634433297143696340e-01
1.537608999999938305e+03,9.547950865934832221e-01
1.537609999999938282e+03,9.534304187511090101e-01
1.537610999999938258e+03,9.633814068810699904e-01
1.537611999999938234e+03,9.576585804371743338e-01
1.537612999999938211e+03,9.584855646594409029e-01
1.537613999999938187e+03,9.526112066529788258e-01
1.537614999999938163e+03,9.573065150956894254e-01
1.537615999999938140e+03,9.599761518184647402e-01
1.537616999999938116e+03,9.637119256636970110e-01
1.537617999999938093e+03,9.568894913895904519e-01
1.537618999999938069e+03,9.665879189666675142e-01
1.537619999999938045e+03,9.572041974468836756e-01
1.537620999999938022e+03,9.571940660385505062e-01
1.537621999999937998e+03,9.660598798139528043e-01
1.537622999999937974e+03,9.607403112542246548e-01
1.537623999999937951e+03,9.576703974608137271e-01
1.537624999999937927e+03,9.592419942946552869e-01
1.537625999999937903e+03,9.652588562992255872e-01
1.537626999999937880e+03,9.656954131811320563e-01
1.537627999999937856e+03,9.565474738597361526e-01
1.537628999999937832e+03,9.596289607880226225e-01
1.537629999999937809e+03,9.601433775845770180e-01
1.537630999999937785e+03,9.558218488881593533e-01
1.537631999999937761e+03,9.595281330033957889e-01
1.537632999999937738e+03,9.597562333837167392e-01
1.537633999999937714e+03,9.642798534464029903e-01
1.537634999999937691e+03,9.645327941101597968e-01
1.537635999999937667e+03,9.583703397639263821e-01
1.537636999999937643e+03,9.588154530532231323e-01
1.537637999999937620e+03,9.623125280357123223e-01
1.537638999999937596e+03,9.572987031747810516e-01
1.537639999999937572e+03,9.619781206812639818e-01
1.537640999999937549e+03,9.592560422061328085e-01
1.537641999999937525e+03,9.557141869200579398e-01
1.537642999999937501e+03,9.557485524656359477e-01
1.537643999999937478e+03,9.653482572147844554e-01
1.537644999999937454e+03,9.589184646715755989e-01
1.537645999999937430e+03,9.660897001818257168e-01
1.537646999999937407e+03,9.574578770586578136e-01
1.537647999999937383e+03,9.606613862951292049e-01
1.537648999999937359e+03,9.690514208821559006e-01
1.537649999999937336e+03,9.552353206378910722e-01
1.537650999999937312e+03,9.518577683869674511e-01
1.537651999999937289e+03,9.645795508418733011e-01
1.537652999999937265e+03,9.561101230020134789e-01
1.537653999999937241e+03,9.593187082672858246e-01
1.537654999999937218e+03,9.570420403918482588e-01
1.537655999999937194e+03,9.604425490937867904e-01
1.537656999999937170e+03,9.555519431204418934e-01
1.537657999999937147e+03,9.586185228363145461e-01
1.537658999999937123e+03,9.611217450087083947e-01
1.537659999999937099e+03,9.552734539645141298e-01
1.537660999999937076e+03,9.564905645071652973e-01
1.537661999999937052e+03,9.578855857330107471e-01
1.537662999999937028e+03,9.535440771141755478e-01
1.537663999999937005e+03,9.575533220620767727e-01
1.537664999999936981e+03,9.597029846700789735e-01
1.537665999999936957e+03,9.576138406527955338e-01
1.537666999999936934e+03,9.581107737640660593e-01
1.537667999999936910e+03,9.591009217932410236e-01
1.537668999999936887e+03,9.565418088091047766e-01
1.537669999999936863e+03,9.619132925616163954e-01
1.537670999999936839e+03,9.648772199104673764e-01
1.537671999999936816e+03,9.572600564458274564e-01
1.537672999999936792e+03,9.610426470505424312e-01
1.537673999999936768e+03,9.581276671360162700e-01
1.537674999999936745e+03,9.605323723105547717e-01
1.537675999999936721e+03,9.653178337837969858e-01
1.537676999999936697e+03,9.610736521319833692e-01
1.537677999999936674e+03,9.519296596943452871e-01
1.537678999999936650e+03,9.608236098701842254e-01
1.537679999999936626e+03,9.639233974339703748e-01
1.537680999999936603e+03,9.580898785349863944e-01
1.537681999999936579e+03,9.629431288479740614e-01
1.537682999999936555e+03,9.561844595380643019e-01
1.537683999999936532e+03,9.529871028307568270e-01
1.537684999999936508e+03,9.594782790137071915e-01
1.537685999999936485e+03,9.518720452446239877e-01
1.537686999999936461e+03,9.579232230013077221e-01
1.537687999999936437e+03,9.640140367811076416e-01
1.537688999999936414e+03,9.512119825538798423e-01
1.537689999999936390e+03,9.537174192245607696e-01
1.537690999999936366e+03,9.546916554602438154e-01
1.537691999999936343e+03,9.585508888523449622e-01
1.537692999999936319e+03,9.573256908328227066e-01
1.537693999999936295e+03,9.643694990366201703e-01
1.537694999999936272e+03,9.625747482271211908e-01
1.537695999999936248e+03,9.607228539787121546e-01
1.537696999999936224e+03,9.593086966345282240e-01
1.537697999999936201e+03,9.602835135830984914e-01
1.537698999999936177e+03,9.552470900834563183e-01
1.537699999999936153e+03,9.621082918962762243e-01
1.537700999999936130e+03,9.542157104059801886e-01
1.537701999999936106e+03,9.619898383206515469e-01
1.537702999999936083e+03,9.633773492716255493e-01
1.537703999999936059e+03,9.594606926023080407e-01
1.537704999999936035e+03,9.578968429178201793e-01
1.537705999999936012e+03,9.601874017917277904e-01
1.537706999999935988e+03,9.471245617442103359e-01
1.537707999999935964e+03,9.597641472421679643e-01
1.537708999999935941e+03,9.580861836141489896e-01
1.537709999999935917e+03,9.583215785004040033e-01
1.537710999999935893e+03,9.613347184773519682e-01
1.537711999999935870e+03,9.581940163547937317e-01
1.537712999999935846e+03,9.539167743880524464e-01
1.537713999999935822e+03,9.578965070794152048e-01
1.537714999999935799e+03,9.587168618376891160e-01
1.537715999999935775e+03,9.588909038930557571e-01
1.537716999999935751e+03,9.590633802840747846e-01
1.537717999999935728e+03,9.625577198017603031e-01
1.537718999999935704e+03,9.540406524721549708e-01
1.537719999999935681e+03,9.590721458423069334e-01
1.537720999999935657e+03,9.635136224327167653e-01
1.537721999999935633e+03,9.514000235744135558e-01
1.537722999999935610e+03,9.590416285285974229e-01
1.537723999999935586e+03,9.559661063763630340e-01
1.537724999999935562e+03,9.568093637766628135e-01
1.537725999999935539e+03,9.546575665995713500e-01
1.537726999999935515e+03,9.575831914311180304e-01
1.537727999999935491e+03,9.656110208327711719e-01
1.537728999999935468e+03,9.531728874271802043e-01
1.537729999999935444e+03,9.535367857905010514e-01
1.537730999999935420e+03,9.529921108960041076e-01
1.537731999999935397e+03,9.650941521631321018e-01
1.537732999999935373e+03,9.563197565142131928e-01
1.537733999999935349e+03,9.580512019102923604e-01
1.537734999999935326e+03,9.565272757143309379e-01
1.537735999999935302e+03,9.543453718198781077e-01
1.537736999999935279e+03,9.571671231453946493e-01
1.537737999999935255e+03,9.679253691127466253e-01
1.537738999999935231e+03,9.636453539071808683e-01
1.537739999999935208e+03,9.546500010770767597e-01
1.537740999999935184e+03,9.606367374928669323e-01
1.537741999999935160e+03,9.547050453456680241e-01
1.537742999999935137e+03,9.509103678759194267e-01
1.537743999999935113e+03,9.620785907521024471e-01
1.537744999999935089e+03,9.626256337892273862e-01
1.537745999999935066e+03,9.621541934150198427e-01
1.537746999999935042e+03,9.560752521249765712e-01
1.537747999999935018e+03,9.572723456156039257e-01
1.537748999999934995e+03,9.609232529306019899e-01
1.537749999999934971e+03,9.594749237801830644e-01
1.537750999999934947e+03,9.563191454267411240e-01
1.537751999999934924e+03,9.514021704947590585e-01
1.537752999999934900e+03,9.583187278131042319e-01
1.537753999999934877e+03,9.621640416686172426e-01
1.537754999999934853e+03,9.530424328603265272e-01
1.537755999999934829e+03,9.603726132934251591e-01
1.537756999999934806e+03,9.591285391587871523e-01
1.537757999999934782e+03,9.607877689197837912e-01
1.537758999999934758e+03,9.612598882471923289e-01
1.537759999999934735e+03,9.549789425707172486e-01
1.537760999999934711e+03,9.512737901522748674e-01
1.537761999999934687e+03,9.555923808048970569e-01
1.537762999999934664e+03,9.612678062883641683e-01
1.537763999999934640e+03,9.555281264864623481e-01
1.537764999999934616e+03,9.549048208748672772e-01
1.537765999999934593e+03,9.503804518754837005e-01
1.537766999999934569e+03,9.646613095531458848e-01
1.537767999999934545e+03,9.609384470269941581e-01
1.537768999999934522e+03,9.607000565630391398e-01
1.537769999999934498e+03,9.614762614276993746e-01
1.537770999999934475e+03,9.598970876510807271e-01
1.537771999999934451e+03,9.565978402058794572e-01
1.537772999999934427e+03,9.569050077448367775e-01
1.537773999999934404e+03,9.558347223663866687e-01
1.537774999999934380e+03,9.680688656502020040e-01
1.537775999999934356e+03,9.597384807255315842e-01
1.537776999999934333e+03,9.556445679783626135e-01
1.537777999999934309e+03,9.593467011751417584e-01
1.537778999999934285e+03,9.534261899486549119e-01
1.537779999999934262e+03,9.634726512585486402e-01
1.537780999999934238e+03,9.547953140031880670e-01
1.537781999999934214e+03,9.594289053728397576e-01
1.537782999999934191e+03,9.616734546865517430e-01
1.537783999999934167e+03,9.589336061545036261e-01
1.537784999999934143e+03,9.577574070555120445e-01
1.537785999999934120e+03,9.574077378542136252e-01
1.537786999999934096e+03,9.571237748853571592e-01
1.537787999999934073e+03,9.550277624224151607e-01
1.537788999999934049e+03,9.555216471269052381e-01
1.537789999999934025e+03,9.632229741866125128e-01
1.537790999999934002e+03,9.568555054009771910e-01
1.537791999999933978e+03,9.541315135030887795e-01
1.537792999999933954e+03,9.551945622667704638e-01
1.537793999999933931e+03,9.616462968907875108e-01
1.537794999999933907e+03,9.599323096701078972e-01
1.537795999999933883e+03,9.594562762909731868e-01
1.537796999999933860e+03,9.561699587096077479e-01
1.537797999999933836e+03,9.594785848152067587e-01
1.537798999999933812e+03,9.545959893814930375e-01
1.537799999999933789e+03,9.561168842356451147e-01
1.537800999999933765e+03,9.610196723387094409e-01
1.537801999999933741e+03,9.606226866967357836e-01
1.537802999999933718e+03,9.531830657683885155e-01
1.537803999999933694e+03,9.536737361063079010e-01
1.537804999999933671e+03,9.575157949049589723e-01
1.537805999999933647e+03,9.639706677935440116e-01
1.537806999999933623e+03,9.493890372789253185e-01
1.537807999999933600e+03,9.581497969931602743e-01
1.537808999999933576e+03,9.515174668781627432e-01
1.537809999999933552e+03,9.544694988867794549e-01
1.537810999999933529e+03,9.555342995472408951e-01
1.537811999999933505e+03,9.552951779218876727e-01
1.537812999999933481e+03,9.548272333459787431e-01
1.537813999999933458e+03,9.569764589032579982e-01
1.537814999999933434e+03,9.547918297158274337e-01
1.537815999999933410e+03,9.510682515422853589e-01
1.537816999999933387e+03,9.600227964251863977e-01
1.537817999999933363e+03,9.599000513464018836e-01
1.537818999999933339e+03,9.602465124451931011e-01
1.537819999999933316e+03,9.506961375871852971e-01
1.537820999999933292e+03,9.580400164048097356e-01
1.537821999999933269e+03,9.595335353102644182e-01
1.537822999999933245e+03,9.526900955914050506e-01
1.537823999999933221e+03,9.568368887368025044e-01
1.537824999999933198e+03,9.563204289577394990e-01
1.537825999999933174e+03,9.641394058993602023e-01
1.537826999999933150e+03,9.644541030856362829e-01
1.537827999999933127e+03,9.500840169983408856e-01
1.537828999999933103e+03,9.667024822054013367e-01
1.537829999999933079e+03,9.530512109006211707e-01
1.537830999999933056e+03,9.606201545723627166e-01
1.537831999999933032e+03,9.605648089505472997e-01
1.537832999999933008e+03,9.526854197891220233e-01
1.537833999999932985e+03,9.586266235937289659e-01
1.537834999999932961e+03,9.562087972307962147e-01
1.537835999999932937e+03,9.588416400985918520e-01
1.537836999999932914e+03,9.575324052596004831e-01
1.537837999999932890e+03,9.613804780744781286e-01
1.537838999999932867e+03,9.568821305164859625e-01
1.537839999999932843e+03,9.558944564201569127e-01
1.537840999999932819e+03,9.609356381421695348e-01
1.537841999999932796e+03,9.588584017546241123e-01
1.537842999999932772e+03,9.594495163459352272e-01
1.537843999999932748e+03,9.538493691563252330e-01
1.537844999999932725e+03,9.523121260147440204e-01
1.537845999999932701e+03,9.542077580955891092e-01
1.537846999999932677e+03,9.539808389024280189e-01
1.537847999999932654e+03,9.595944075595955747e-01
1.537848999999932630e+03,9.603390410042620395e-01
1.537849999999932606e+03,9.558000862563019728e-01
1.537850999999932583e+03,9.621297944092846999e-01
1.537851999999932559e+03,9.618655151517691015e-01
1.537852999999932536e+03,9.573507608231449639e-01
1.537853999999932512e+03,9.530751340052536769e-01
1.537854999999932488e+03,9.626497519910274248e-01
1.537855999999932465e+03,9.560897286739244993e-01
1.537856999999932441e+03,9.568240199463163842e-01
1.537857999999932417e+03,9.549465085534191156e-01
1.537858999999932394e+03,9.527313452734963439e-01
1.537859999999932370e+03,9.504015352227288549e-01
1.537860999999932346e+03,9.587931610608576571e-01
1.537861999999932323e+03,9.531136868458720546e-01
1.537862999999932299e+03,9.684710277593164829e-01
1.537863999999932275e+03,9.518742287966296400e-01
1.537864999999932252e+03,9.511746220276124930e-01
1.537865999999932228e+03,9.582303441219772733e-01
1.537866999999932204e+03,9.622926890537149003e-01
1.537867999999932181e+03,9.564194482050764057e-01
1.537868999999932157e+03,9.584357222734354309e-01
1.537869999999932134e+03,9.487582345289381491e-01
1.537870999999932110e+03,9.534080582275662463e-01
1.537871999999932086e+03,9.518093303255761306e-01
1.537872999999932063e+03,9.485093073091097615e-01
1.537873999999932039e+03,9.565431177614933667e-01
1.537874999999932015e+03,9.470896011199028131e-01
1.537875999999931992e+03,9.507578512021112038e-01
1.537876999999931968e+03,9.538835920444030947e-01
1.537877999999931944e+03,9.526929647392262668e-01
1.537878999999931921e+03,9.575894916776994670e-01
1.537879999999931897e+03,9.572119367602676121e-01
1.537880999999931873e+03,9.595505780528001960e-01
1.537881999999931850e+03,9.589706938435831329e-01
1.537882999999931826e+03,9.605101946957733672e-01
1.537883999999931802e+03,9.559250633604466918e-01
1.537884999999931779e+03,9.571324067970927718e-01
1.537885999999931755e+03,9.579504050606513221e-01
1.537886999999931732e+03,9.564567969421009508e-01
1.537887999999931708e+03,9.542872216674413988e-01
1.537888999999931684e+03,9.545320663939209638e-01
1.537889999999931661e+03,9.525774494463056241e-01
1.537890999999931637e+03,9.575200057663512121e-01
1.537891999999931613e+03,9.554433420707556524e-01
1.537892999999931590e+03,9.531525810127773335e-01
1.537893999999931566e+03,9.531421789286335100e-01
1.537894999999931542e+03,9.509354544423127553e-01
1.537895999999931519e+03,9.596783148373243533e-01
1.537896999999931495e+03,9.560633292553589735e-01
1.537897999999931471e+03,9.522835766042133665e-01
1.537898999999931448e+03,9.589548948010914176e-01
1.537899999999931424e+03,9.534648447130588123e-01
1.537900999999931400e+03,9.500665826375790379e-01
1.537901999999931377e+03,9.597634285541873922e-01
1.537902999999931353e+03,9.535161147634628742e-01
1.537903999999931330e+03,9.540148787724735957e-01
1.537904999999931306e+03,9.558011767278729032e-01
1.537905999999931282e+03,9.601928041668010838e-01
1.537906999999931259e+03,9.556885961986668621e-01
1.537907999999931235e+03,9.507979874349684613e-01
1.537908999999931211e+03,9.577559820195110651e-01
1.537909999999931188e+03,9.536265423430622112e-01
1.537910999999931164e+03,9.631042335511655894e-01
1.537911999999931140e+03,9.555341044042336973e-01
1.537912999999931117e+03,9.465844961443837802e-01
1.537913999999931093e+03,9.569401620992558088e-01
1.537914999999931069e+03,9.632751666995460482e-01
1.537915999999931046e+03,9.617865392640804201e-01
1.537916999999931022e+03,9.627927671181347735e-01
1.537917999999930998e+03,9.513760103628916553e-01
1.537918999999930975e+03,9.590897711320053309e-01
1.537919999999930951e+03,9.525393031494663321e-01
1.537920999999930928e+03,9.563105679972808693e-01
1.537921999999930904e+03,9.503077391209795444e-01
1.537922999999930880e+03,9.528078735720885151e-01
1.537923999999930857e+03,9.526668670114205595e-01
1.537924999999930833e+03,9.589522414784832360e-01
1.537925999999930809e+03,9.585470728036091792e-01
1.537926999999930786e+03,9.564376606094381339e-01
1.537927999999930762e+03,9.499148908254195778e-01
1.537928999999930738e+03,9.540562230118758702e-01
1.537929999999930715e+03,9.523045285245981262e-01
1.537930999999930691e+03,9.587539206646459311e-01
1.537931999999930667e+03,9.599741897175719796e-01
1.537932999999930644e+03,9.594732348199196403e-01
1.537933999999930620e+03,9.522130664827892499e-01
1.537934999999930596e+03,9.442620728852284540e-01
1.537935999999930573e+03,9.481386285391513180e-01
1.537936999999930549e+03,9.608792643587191762e-01
1.537937999999930526e+03,9.535740265753304135e-01
1.537938999999930502e+03,9.521624473313243797e-01
1.537939999999930478e+03,9.617222960495055428e-01
1.537940999999930455e+03,9.601986133427237169e-01
1.537941999999930431e+03,9.552220967611161351e-01
1.537942999999930407e+03,9.539370274635156077e-01
1.537943999999930384e+03,9.545685825865222185e-01
1.537944999999930360e+03,9.559919959109853815e-01
1.537945999999930336e+03,9.614699008060106911e-01
1.537946999999930313e+03,9.567459580385812012e-01
1.537947999999930289e+03,9.579465908462477808e-01
1.537948999999930265e+03,9.597059512483347987e-01
1.537949999999930242e+03,9.503365726453569806e-01
1.537950999999930218e+03,9.580211398101113884e-01
1.537951999999930194e+03,9.538098425796009971e-01
1.537952999999930171e+03,9.449101719543600009e-01
1.537953999999930147e+03,9.464483195037719510e-01
1.537954999999930124e+03,9.508749819688427918e-01
1.537955999999930100e+03,9.570588098952949041e-01
1.537956999999930076e+03,9.553755896449523943e-01
1.537957999999930053e+03,9.556443424654641472e-01
1.537958999999930029e+03,9.626971436850151331e-01
1.537959999999930005e+03,9.498035152904935607e-01
1.537960999999929982e+03,9.547566542208302254e-01
1.537961999999929958e+03,9.560706535222190938e-01
1.537962999999929934e+03,9.518943526777627895e-01
1.537963999999929911e+03,9.549392957705299390e-01
1.537964999999929887e+03,9.484127450472371601e-01
1.537965999999929863e+03,9.604387308068983442e-01
1.537966999999929840e+03,9.520592212564898960e-01
1.537967999999929816e+03,9.628978636428586757e-01
1.537968999999929792e+03,9.546289592072467745e-01
1.537969999999929769e+03,9.588576742994312507e-01
1.537970999999929745e+03,9.545188621262306050e-01
1.537971999999929722e+03,9.545957218806404576e-01
1.537972999999929698e+03,9.523692135410819493e-01
1.537973999999929674e+03,9.551684703261844600e-01
1.537974999999929651e+03,9.559506232052364938e-01
1.537975999999929627e+03,9.515282583085310497e-01
1.537976999999929603e+03,9.541517887087410665e-01
1.537977999999929580e+03,9.521982550609340290e-01
1.537978999999929556e+03,9.638240010952002779e-01
1.537979999999929532e+03,9.542531261808619991e-01
1.537980999999929509e+03,9.607796924768315927e-01
1.537981999999929485e+03,9.538029993356907932e-01
1.537982999999929461e+03,9.556093742068336727e-01
1.537983999999929438e+03,9.492735125423276132e-01
1.537984999999929414e+03,9.527574338696279677e-01
1.537985999999929390e+03,9.553746285619459933e-01
1.537986999999929367e+03,9.608632810913277922e-01
1.537987999999929343e+03,9.553939830274011946e-01
1.537988999999929320e+03,9.600277297846722124e-01
1.537989999999929296e+03,9.570425714913873838e-01
1.537990999999929272e+03,9.609760774200457600e-01
1.537991999999929249e+03,9.542171305189660613e-01
1.537992999999929225e+03,9.640010278846206093e-01
1.537993999999929201e+03,9.524854002254410368e-01
1.537994999999929178e+03,9.513479960500645927e-01
1.537995999999929154e+03,9.495605007059351177e-01
1.537996999999929130e+03,9.637116898902314821e-01
1.537997999999929107e+03,9.576522709886318152e-01
1.537998999999929083e+03,9.530248976670225858e-01
1.537999999999929059e+03,9.593443817120013151e-01
1.538000999999929036e+03,9.570859804238681656e-01
1.538001999999929012e+03,9.621866527760484233e-01
1.538002999999928988e+03,9.481177532283172615e-01
1.538003999999928965e+03,9.532345962696416874e-01
1.538004999999928941e+03,9.524329137989394622e-01
1.538005999999928918e+03,9.463752417623638724e-01
1.538006999999928894e+03,9.584982649351539985e-01
1.538007999999928870e+03,9.531623640688713373e-01
1.538008999999928847e+03,9.571894798293422157e-01
1.538009999999928823e+03,9.636570580185258583e-01
1.538010999999928799e+03,9.527920213534347704e-01
1.538011999999928776e+03,9.525074206105949015e-01
1.538012999999928752e+03,9.546537362347400357e-01
1.538013999999928728e+03,9.581151265897308589e-01
1.538014999999928705e+03,9.518863533190200510e-01
1.538015999999928681e+03,9.516164379078715374e-01
1.538016999999928657e+03,9.583561309003350015e-01
1.538017999999928634e+03,9.556290312976621903e-01
1.538018999999928610e+03,9.459226718063323824e-01
1.538019999999928586e+03,9.491871392027346754e-01
1.538020999999928563e+03,9.600807820975032492e-01
1.538021999999928539e+03,9.556706947285086295e-01
1.538022999999928516e+03,9.510013515515405302e-01
1.538023999999928492e+03,9.533556610648112883e-01
1.538024999999928468e+03,9.540774215546411474e-01
1.538025999999928445e+03,9.569545942389048321e-01
1.538026999999928421e+03,9.485658039303964673e-01
1.538027999999928397e+03,9.506222684579146431e-01
1.538028999999928374e+03,9.550651063385400263e-01
1.538029999999928350e+03,9.535611741203148251e-01
1.538030999999928326e+03,9.562351891257561132e-01
1.538031999999928303e+03,9.490169736013568391e-01
1.538032999999928279e+03,9.553507795470979058e-01
1.538033999999928255e+03,9.582758718393168396e-01
1.538034999999928232e+03,9.558440949517091889e-01
1.538035999999928208e+03,9.544405620178951777e-01
1.538036999999928184e+03,9.534878858516624422e-01
1.538037999999928161e+03,9.505193317741540415e-01
1.538038999999928137e+03,9.535580690719156483e-01
1.538039999999928114e+03,9.588722248556235117e-01
1.538040999999928090e+03,9.533446363789794820e-01
1.538041999999928066e+03,9.502488943809620503e-01
1.538042999999928043e+03,9.518264929008020125e-01
1.538043999999928019e+03,9.545862643598289621e-01
1.538044999999927995e+03,9.522762001070264049e-01
1.538045999999927972e+03,9.556988731759862299e-01
1.538046999999927948e+03,9.558364500704576994e-01
1.538047999999927924e+03,9.572884337813231115e-01
1.538048999999927901e+03,9.594141760422826293e-01
1.538049999999927877e+03,9.576908212182506652e-01
1.538050999999927853e+03,9.499578893184631445e-01
1.538051999999927830e+03,9.500681781425203143e-01
1.538052999999927806e+03,9.533667114889416982e-01
1.538053999999927782e+03,9.518525885566607725e-01
1.538054999999927759e+03,9.490914868061769427e-01
